USAF,NCDC,Date,HrMn,I,Type,QCP,Dir,Q,I,Spd,Q,Temp,Q,Dewpt,Q,Slp,Q,RHx,
419920,99999,20131213,1800,4,FM-12,    ,999,9,C,  0.0,1,  16.4,1,  13.0,1,1010.5,1, 80,
419920,99999,20131213,2100,4,FM-12,    ,999,9,C,  0.0,1,  15.4,1,  13.0,1,1011.3,1, 86,
419920,99999,20131214,0300,4,FM-12,    ,999,9,C,  0.0,1,  20.4,1,  14.0,1,1011.4,1, 67,
419920,99999,20131214,0900,4,FM-12,    ,300,1,N,  1.0,1,  26.4,1,   7.0,1,1008.7,1, 29,
419920,99999,20131214,1200,4,FM-12,    ,999,9,C,  0.0,1,  21.8,1,  12.0,1,1008.9,1, 54,
419920,99999,20131214,1500,4,FM-12,    ,999,9,C,  0.0,1,  17.0,1,  14.0,1,1010.2,1, 83,
419920,99999,20131214,2100,4,FM-12,    ,999,9,C,  0.0,1,  16.0,1,  14.0,1,1010.1,1, 88,
419920,99999,20131215,0300,4,FM-12,    ,999,9,C,  0.0,1,  20.0,1,  14.0,1,1012.4,1, 68,
419920,99999,20131215,0600,4,FM-12,    ,999,9,C,  0.0,1,  25.0,1,  10.0,1,1011.7,1, 39,
419920,99999,20131215,0900,4,FM-12,    ,999,9,C,  0.0,1,  25.8,1,  11.0,1,1010.1,1, 40,
419920,99999,20131215,1200,4,FM-12,    ,999,9,C,  0.0,1,  21.8,1,  14.0,1,1010.5,1, 61,
419920,99999,20131215,1500,4,FM-12,    ,999,9,C,  0.0,1,  19.4,1,  14.0,1,1012.4,1, 71,
419920,99999,20131215,2100,4,FM-12,    ,999,9,C,  0.0,1,  16.5,1,  14.0,1,1012.5,1, 85,
419920,99999,20131216,0000,4,FM-12,    ,999,9,C,  0.0,1,  17.2,1,  13.0,1,1012.4,1, 76,
419920,99999,20131216,0300,4,FM-12,    ,360,1,N,  1.5,1,  19.8,1,  12.0,1,1013.6,1, 61,
419920,99999,20131216,0600,4,FM-12,    ,040,1,N,  2.6,1,  24.8,1,   8.0,1,1013.4,1, 34,
419920,99999,20131216,0900,4,FM-12,    ,999,9,C,  0.0,1,  27.0,1,  10.0,1,1011.9,1, 34,
419920,99999,20131216,1200,4,FM-12,    ,999,9,C,  0.0,1,  22.0,1,  13.0,1,1011.7,1, 57,
419920,99999,20131216,1500,4,FM-12,    ,999,9,C,  0.0,1,  16.3,1,  14.0,1,1013.2,1, 86,
419920,99999,20131216,1800,4,FM-12,    ,999,9,C,  0.0,1,  15.0,1,  12.0,1,1013.3,1, 82,
419920,99999,20131216,2100,4,FM-12,    ,999,9,C,  0.0,1,  13.8,1,  12.0,1,1012.8,1, 89,
419920,99999,20131217,0000,4,FM-12,    ,999,9,C,  0.0,1,  12.4,1,  11.0,1,1012.3,1, 91,
419920,99999,20131217,0300,4,FM-12,    ,999,9,C,  0.0,1,  19.3,1,   9.0,1,1013.2,1, 51,
419920,99999,20131217,0600,4,FM-12,    ,999,9,C,  0.0,1,  26.0,1,   9.0,1,1012.4,1, 34,
419920,99999,20131217,0900,4,FM-12,    ,999,9,C,  0.0,1,  27.0,1,  13.0,1,1010.2,1, 42,
419920,99999,20131217,1200,4,FM-12,    ,999,9,C,  0.0,1,  20.0,1,  14.0,1,1010.4,1, 68,
419920,99999,20131217,1500,4,FM-12,    ,999,9,C,  0.0,1,  15.6,1,  14.0,1,1012.1,1, 90,
419920,99999,20131217,2100,4,FM-12,    ,999,9,C,  0.0,1,  14.5,1,  13.0,1,1011.9,1, 91,
419920,99999,20131218,0000,4,FM-12,    ,999,9,C,  0.0,1,  13.5,1,  13.0,1,1011.8,1, 97,
419920,99999,20131218,0300,4,FM-12,    ,999,9,C,  0.0,1,  19.3,1,  13.0,1,1013.3,1, 67,
419920,99999,20131218,0600,4,FM-12,    ,999,9,C,  0.0,1,  25.2,1,   9.0,1,1012.2,1, 36,
419920,99999,20131218,0900,4,FM-12,    ,999,9,C,  0.0,1,  26.5,1,   9.0,1,1010.7,1, 33,
419920,99999,20131218,1500,4,FM-12,    ,999,9,C,  0.0,1,  17.5,1,  15.0,1,1011.1,1, 85,
419920,99999,20131218,1800,4,FM-12,    ,999,9,C,  0.0,1,  17.0,1,  13.0,1,1011.4,1, 77,
419920,99999,20131218,2100,4,FM-12,    ,999,9,C,  0.0,1,  16.0,1,  14.0,1,1010.8,1, 88,
419920,99999,20131219,0300,4,FM-12,    ,999,9,C,  0.0,1,  18.5,1,  13.0,1,1013.6,1, 70,
419920,99999,20131219,0600,4,FM-12,    ,999,9,C,  0.0,1,  25.7,1,  13.0,1,1013.0,1, 45,
419920,99999,20131219,1200,4,FM-12,    ,999,9,C,  0.0,1,  20.7,1,  17.0,1,1011.8,1, 79,
419920,99999,20131219,1500,4,FM-12,    ,999,9,C,  0.0,1,  17.8,1,  16.0,1,1013.6,1, 89,
419920,99999,20131219,2100,4,FM-12,    ,999,9,C,  0.0,1,  17.0,1,  15.0,1,1013.5,1, 88,
419920,99999,20131220,0000,4,FM-12,    ,999,9,C,  0.0,1,  16.3,1,  14.0,1,1013.4,1, 86,
419920,99999,20131220,0300,4,FM-12,    ,999,9,C,  0.0,1,  10.5,1, 999.9,9,1015.0,1,999,
419920,99999,20131220,0600,4,FM-12,    ,999,9,C,  0.0,1,  26.0,2,  15.0,1,1014.7,1, 51,
419920,99999,20131220,0900,4,FM-12,    ,999,9,C,  0.0,1,  26.5,1,  15.0,1,1013.3,1, 49,
419920,99999,20131220,1200,4,FM-12,    ,999,9,C,  0.0,1,  21.5,1,  17.0,1,1013.5,1, 76,
419920,99999,20131220,1500,4,FM-12,    ,999,9,C,  0.0,1,  17.8,1,  16.0,1,1014.8,1, 89,
419920,99999,20131220,1800,4,FM-12,    ,999,9,C,  0.0,1,  17.3,1,  15.0,1,1014.5,1, 86,
419920,99999,20131221,0300,4,FM-12,    ,999,9,C,  0.0,1,  19.3,1,  14.0,1,1017.0,1, 71,
419920,99999,20131221,0600,4,FM-12,    ,999,9,C,  0.0,1,  25.2,1,  15.0,1,1016.3,1, 53,
419920,99999,20131221,1200,4,FM-12,    ,999,9,C,  0.0,1,  21.0,1,  16.0,1,1014.1,1, 73,
419920,99999,20131221,1500,4,FM-12,    ,999,9,C,  0.0,1,  18.5,1,  17.0,1,1015.9,1, 91,
419920,99999,20131222,0300,4,FM-12,    ,999,9,C,  0.0,1,  20.0,1,  16.0,1,1017.0,1, 78,
419920,99999,20131222,0600,4,FM-12,    ,020,1,N,  1.0,1,  25.4,1,  13.0,1,1016.6,1, 46,
419920,99999,20131222,0900,4,FM-12,    ,300,1,N,  1.0,1,  27.5,1,   7.0,1,1014.8,1, 27,
419920,99999,20131222,1500,4,FM-12,    ,999,9,C,  0.0,1,  18.5,1,  16.0,1,1015.5,1, 85,
419920,99999,20131222,2100,4,FM-12,    ,999,9,C,  0.0,1,  14.5,1,  13.0,1,1014.5,1, 91,
419920,99999,20131223,0300,4,FM-12,    ,999,9,C,  0.0,1,  19.3,1,  13.0,1,1016.9,1, 67,
419920,99999,20131223,0600,4,FM-12,    ,020,1,N,  1.0,1,  26.6,1,  10.0,1,1016.1,1, 35,
419920,99999,20131223,0900,4,FM-12,    ,999,9,C,  0.0,1,  27.0,1,  10.0,1,1014.1,1, 34,
419920,99999,20131223,1200,4,FM-12,    ,999,9,C,  0.0,1,  22.2,1,  14.0,1,1014.1,1, 60,
419920,99999,20131223,1500,4,FM-12,    ,999,9,C,  0.0,1, 999.9, ,  15.0,1,1016.7,1,999,
419920,99999,20131224,0000,4,FM-12,    ,999,9,C,  0.0,1,  17.1,1,  14.0,1,1016.4,1, 82,
419920,99999,20131224,0600,4,FM-12,    ,999,9,C,  0.0,1,  26.3,1,  17.0,1,1016.6,1, 57,
419920,99999,20131224,1200,4,FM-12,    ,999,9,C,  0.0,1,  22.5,1,  19.0,1,1014.0,1, 81,
419920,99999,20131224,1500,4,FM-12,    ,999,9,C,  0.0,1,  18.9,1,  17.0,1,1015.1,1, 89,
419920,99999,20131224,2100,4,FM-12,    ,999,9,C,  0.0,1,  17.2,1,  16.0,1,1015.2,1, 93,
419920,99999,20131225,0000,4,FM-12,    ,999,9,C,  0.0,1,  16.0,1,  15.0,1,1015.6,1, 94,
419920,99999,20131225,0300,4,FM-12,    ,999,9,C,  0.0,1,  19.0,1,  16.0,1,1017.6,1, 83,
419920,99999,20131225,0600,4,FM-12,    ,030,1,N,  2.6,1,  25.3,1,  12.0,1,1017.6,1, 44,
419920,99999,20131225,0900,4,FM-12,    ,300,1,N,  1.0,1,  26.8,1,  11.0,1,1014.4,1, 37,
419920,99999,20131225,1200,4,FM-12,    ,999,9,C,  0.0,1,  22.3,1,  16.0,1,1014.0,1, 68,
419920,99999,20131226,0300,4,FM-12,    ,999,9,C,  0.0,1,  17.4,1,  14.0,1,1017.6,1, 80,
419920,99999,20131226,0600,4,FM-12,    ,999,9,C,  0.0,1,  23.0,1,  13.0,1,1015.6,1, 53,
419920,99999,20131226,0900,4,FM-12,    ,300,1,N,  1.0,1,  23.9,1,  11.0,1,1013.2,1, 44,
419920,99999,20131226,1200,4,FM-12,    ,999,9,C,  0.0,1,  20.3,1,  14.0,1,1013.4,1, 67,
419920,99999,20131226,2100,4,FM-12,    ,999,9,C,  0.0,1,  16.0,1,  15.0,1,1014.0,1, 94,
419920,99999,20131227,0000,4,FM-12,    ,999,9,C,  0.0,1,  15.0,1,  15.0,1,1014.6,1,100,
419920,99999,20131227,0600,4,FM-12,    ,030,1,N,  1.0,1,  22.5,1,  15.0,1,1015.4,1, 63,
419920,99999,20131227,0900,4,FM-12,    ,300,1,N,  2.1,1,  24.3,1,  14.0,1,1012.8,1, 53,
419920,99999,20131227,1800,4,FM-12,    ,999,9,C,  0.0,1,  16.5,1,  15.0,1,1014.1,1, 91,
419920,99999,20131228,0300,4,FM-12,    ,999,9,C,  0.0,1,  17.4,1,  14.0,1,1016.0,1, 80,
419920,99999,20131228,0900,4,FM-12,    ,999,9,C,  0.0,1,  24.8,1,  13.0,1,1013.1,1, 48,
419920,99999,20131228,1500,4,FM-12,    ,999,9,C,  0.0,1,  18.4,1,  15.0,1,1014.7,1, 81,
419920,99999,20131228,2100,4,FM-12,    ,999,9,C,  0.0,1,  15.8,1,  15.0,1,1014.2,1, 95,
419920,99999,20131229,0000,4,FM-12,    ,999,9,C,  0.0,1,  14.2,1,  13.0,1,1013.8,1, 92,
419920,99999,20131229,0900,4,FM-12,    ,999,9,C,  0.0,1,  26.2,1,  13.0,1,1012.1,1, 44,
419920,99999,20131229,1800,4,FM-12,    ,999,9,C,  0.0,1,  18.4,1,  15.0,1,1014.3,1, 81,
419920,99999,20131230,0000,4,FM-12,    ,999,9,C,  0.0,1,  15.5,1,  15.0,1,1014.2,1, 97,
419920,99999,20131230,0600,4,FM-12,    ,999,9,C,  0.0,1,  25.0,1,  15.0,1,1016.2,1, 54,
419920,99999,20131230,1500,4,FM-12,    ,999,9,C,  0.0,1,  20.6,1,  12.0,1,1015.3,1, 58,
419920,99999,20131230,2100,4,FM-12,    ,999,9,C,  0.0,1,  15.0,1,  11.0,1,1015.1,1, 77,
419920,99999,20131231,0000,4,FM-12,    ,999,9,C,  0.0,1,  14.6,1,  12.0,1,1015.1,1, 84,
419920,99999,20131231,0600,4,FM-12,    ,999,9,C,  0.0,1,  24.7,1,   5.0,1,1016.8,1, 28,
419920,99999,20131231,0900,4,FM-12,    ,999,9,C,  0.0,1,  24.5,1,  10.0,1,1014.2,1, 40,
419920,99999,20131231,1200,4,FM-12,    ,999,9,C,  0.0,1,  19.0,1,  13.0,1,1014.3,1, 68,
419920,99999,20131231,1500,4,FM-12,    ,999,9,C,  0.0,1,  15.7,1,  13.0,1,1015.1,1, 84,
419920,99999,20131231,1800,4,FM-12,    ,999,9,C,  0.0,1,  16.0,1,  13.0,1,1015.1,1, 82,
419920,99999,20140101,0000,4,FM-12,    ,999,9,C,  0.0,1,  12.8,1,  12.0,1,1014.4,1, 95,
419920,99999,20140101,0600,4,FM-12,    ,360,1,N,  2.1,1,  24.0,1,  12.0,1,1015.1,1, 47,
419920,99999,20140101,1200,4,FM-12,    ,999,9,C,  0.0,1,  20.8,1,  15.0,1,1012.6,1, 69,
419920,99999,20140101,1500,4,FM-12,    ,999,9,C,  0.0,1,  18.0,1,  16.0,1,1013.9,1, 88,
419920,99999,20140101,2100,4,FM-12,    ,999,9,C,  0.0,1,  16.0,1,  14.0,1,1013.6,1, 88,
419920,99999,20140102,0300,4,FM-12,    ,999,9,C,  0.0,1,  20.5,1,  13.0,1,1015.0,1, 62,
419920,99999,20140102,0600,4,FM-12,    ,360,1,N,  2.1,1,  25.2,1,  11.0,1,1014.7,1, 41,
419920,99999,20140102,0900,4,FM-12,    ,999,9,C,  0.0,1,  28.0,1,  10.0,1,1012.7,1, 33,
419920,99999,20140102,1200,4,FM-12,    ,999,9,C,  0.0,1,  23.0,1,  18.0,1,1012.7,1, 73,
419920,99999,20140102,2100,4,FM-12,    ,999,9,C,  0.0,1,  16.1,1,  14.0,1,1014.3,1, 87,
419920,99999,20140103,0000,4,FM-12,    ,999,9,C,  0.0,1,  17.4,1,  14.0,1,1014.4,1, 80,
419920,99999,20140103,0300,4,FM-12,    ,999,9,C,  0.0,1,  19.8,1,  13.0,1,1015.7,1, 65,
419920,99999,20140103,1200,4,FM-12,    ,999,9,C,  0.0,1,  22.0,1,  14.0,1,1012.7,1, 61,
419920,99999,20140104,0300,4,FM-12,    ,999,9,C,  0.0,1,  18.5,1,  13.0,1,1015.1,1, 70,
419920,99999,20140104,0600,4,FM-12,    ,200,1,N,  2.6,1,  23.0,1,  12.0,1,1014.3,1, 50,
419920,99999,20140104,0900,4,FM-12,    ,300,1,N,  2.1,1,  23.7,1,  12.0,1,1011.5,1, 48,
419920,99999,20140104,1200,4,FM-12,    ,999,9,C,  0.0,1,  20.0,1,  14.0,1,1011.3,1, 68,
419920,99999,20140105,0300,4,FM-12,    ,300,1,N,  1.0,1,  17.3,1,  14.0,1,1013.2,1, 81,
419920,99999,20140105,0600,4,FM-12,    ,999,9,C,  0.0,1,  23.3,1,  14.0,1,1012.2,1, 56,
419920,99999,20140105,1800,4,FM-12,    ,999,9,C,  0.0,1,  16.7,1,  15.0,1,1010.9,1, 90,
419920,99999,20140106,0300,4,FM-12,    ,999,9,C,  0.0,1,  18.5,1,  13.0,1,1013.1,1, 70,
419920,99999,20140106,0600,4,FM-12,    ,360,1,N,  2.6,1,  25.8,1,   9.0,1,1012.5,1, 35,
419920,99999,20140106,2100,4,FM-12,    ,999,9,C,  0.0,1,  16.5,1,  15.0,1,1012.0,1, 91,
419920,99999,20140107,0300,4,FM-12,    ,999,9,C,  0.0,1,  19.0,1,  13.0,1,1014.7,1, 68,
419920,99999,20140107,0600,4,FM-12,    ,999,9,C,  0.0,1,  24.4,1,  11.0,1,1014.8,1, 43,
419920,99999,20140107,0900,4,FM-12,    ,999,9,C,  0.0,1,  26.5,1,   9.0,1,1012.9,1, 33,
419920,99999,20140107,1200,4,FM-12,    ,999,9,C,  0.0,1,  23.0,1,  16.0,1,1013.1,1, 65,
419920,99999,20140107,2100,4,FM-12,    ,999,9,C,  0.0,1,  16.0,1,  13.0,1,1014.5,1, 82,
419920,99999,20140108,0000,4,FM-12,    ,999,9,C,  0.0,1,  15.2,1,  12.0,1,1014.6,1, 81,
419920,99999,20140108,0300,4,FM-12,    ,999,9,C,  0.0,1,  18.3,1,  12.0,1,1016.6,1, 67,
419920,99999,20140108,0600,4,FM-12,    ,999,9,C,  0.0,1,  22.8,1,  11.0,1,1015.7,1, 47,
419920,99999,20140108,0900,4,FM-12,    ,330,1,N,  2.6,1,  24.2,1,  11.0,1,1012.8,1, 44,
419920,99999,20140108,2100,4,FM-12,    ,999,9,C,  0.0,1,  14.5,1,  11.0,1,1013.6,1, 80,
419920,99999,20140109,0000,4,FM-12,    ,999,9,C,  0.0,1,  14.0,1,   9.0,1,1013.2,1, 72,
419920,99999,20140109,2100,4,FM-12,    ,999,9,C,  0.0,1,  14.5,1,  11.0,1,1012.8,1, 80,
419920,99999,20140110,0000,4,FM-12,    ,999,9,C,  0.0,1,  13.2,1,  11.0,1,1012.8,1, 87,
419920,99999,20140110,0300,4,FM-12,    ,999,9,C,  0.0,1,  16.5,1,  14.0,1,1015.5,1, 85,
419920,99999,20140110,0600,4,FM-12,    ,360,1,N,  1.0,1,  23.7,1,  13.0,1,1015.1,1, 51,
419920,99999,20140111,0300,4,FM-12,    ,999,9,C,  0.0,1,  19.5,1,  14.0,1,1015.2,1, 71,
419920,99999,20140111,0600,4,FM-12,    ,999,9,C,  0.0,1,  27.2,1,  14.0,1,1014.4,1, 44,
419920,99999,20140111,1800,4,FM-12,    ,999,9,C,  0.0,1,  14.5,1,  14.0,1,1015.3,1, 97,
419920,99999,20140111,2100,4,FM-12,    ,999,9,C,  0.0,1,  13.5,1,  13.0,1,1014.9,1, 97,
419920,99999,20140112,0000,4,FM-12,    ,999,9,C,  0.0,1,  12.4,1,  12.0,1,1015.1,1, 97,
419920,99999,20140112,0300,4,FM-12,    ,999,9,C,  0.0,1,  18.6,1,  14.0,1,1016.6,1, 75,
419920,99999,20140112,0600,4,FM-12,    ,999,9,C,  0.0,1,  26.4,1,  11.0,1,1016.6,1, 38,
419920,99999,20140112,1200,4,FM-12,    ,999,9,C,  0.0,1,  22.5,1,  17.0,1,1014.5,1, 71,
419920,99999,20140112,1500,4,FM-12,    ,999,9,C,  0.0,1,  18.3,1,  16.0,1,1015.8,1, 86,
419920,99999,20140112,2100,4,FM-12,    ,999,9,C,  0.0,1,  17.5,1,  16.0,1,1015.6,1, 91,
419920,99999,20140113,0000,4,FM-12,    ,999,9,C,  0.0,1,  16.8,1,  15.0,1,1015.2,1, 89,
419920,99999,20140113,0300,4,FM-12,    ,999,9,C,  0.0,1,  20.3,1,  14.0,1,1016.9,1, 67,
419920,99999,20140113,0600,4,FM-12,    ,010,1,N,  2.1,1,  25.2,1,  16.0,1,1015.9,1, 57,
419920,99999,20140113,2100,4,FM-12,    ,999,9,C,  0.0,1,  17.5,1,  16.0,1,1013.4,1, 91,
419920,99999,20140114,0000,4,FM-12,    ,999,9,C,  0.0,1,  16.0,1,  14.0,1,1013.9,1, 88,
419920,99999,20140114,0300,4,FM-12,    ,999,9,C,  0.0,1,  19.4,1,  13.0,1,1015.3,1, 67,
419920,99999,20140114,0900,4,FM-12,    ,999,9,C,  0.0,1,  25.0,1,  17.0,1,1013.3,1, 61,
419920,99999,20140114,1800,4,FM-12,    ,999,9,C,  0.0,1,  16.0,1,  15.0,1,1014.8,1, 94,
419920,99999,20140115,0600,4,FM-12,    ,999,9,C,  0.0,1,  25.1,1,  17.0,1,1016.4,1, 61,
419920,99999,20140115,0900,4,FM-12,    ,999,9,C,  0.0,1,  25.0,1,  18.0,1,1014.5,1, 65,
419920,99999,20140116,0600,4,FM-12,    ,999,9,C,  0.0,1,  21.5,1,  16.0,1,1017.0,1, 71,
419920,99999,20140116,1200,4,FM-12,    ,270,1,N,  1.0,1,  18.4,1,  14.0,1,1016.8,1, 76,
419920,99999,20140116,1800,4,FM-12,    ,999,9,C,  0.0,1,  16.8,1,  15.0,1,1016.9,1, 89,
419920,99999,20140116,2100,4,FM-12,    ,999,9,C,  0.0,1,  16.0,1,  15.0,1,1016.1,1, 94,
419920,99999,20140117,0000,4,FM-12,    ,999,9,C,  0.0,1,  15.5,1,  15.0,1,1015.9,1, 97,
419920,99999,20140117,0600,4,FM-12,    ,999,9,C,  0.0,1,  22.8,1,  17.0,1,1016.9,1, 70,
419920,99999,20140117,0900,4,FM-12,    ,999,9,C,  0.0,1,  25.5,1,  18.0,1,1014.0,1, 63,
419920,99999,20140117,1200,4,FM-12,    ,999,9,C,  0.0,1,  20.5,1,  18.0,1,1014.2,1, 86,
419920,99999,20140117,2100,4,FM-12,    ,999,9,C,  0.0,1,  17.4,1,  16.0,1,1015.9,1, 92,
419920,99999,20140118,0300,4,FM-12,    ,999,9,C,  0.0,1,  17.4,1,  16.0,1,1017.8,1, 92,
419920,99999,20140118,0600,4,FM-12,    ,999,9,C,  0.0,1,  27.0,1,  13.0,1,1017.9,1, 42,
419920,99999,20140118,0900,4,FM-12,    ,999,9,C,  0.0,1,  26.8,1,  17.0,1,1016.1,1, 55,
419920,99999,20140118,1200,4,FM-12,    ,999,9,C,  0.0,1,  23.2,1,  19.0,1,1016.0,1, 77,
419920,99999,20140118,1500,4,FM-12,    ,999,9,C,  0.0,1,  19.8,1,  19.0,1,1017.3,1, 95,
419920,99999,20140118,2100,4,FM-12,    ,999,9,C,  0.0,1,  18.0,1,  17.0,1,1016.4,1, 94,
419920,99999,20140119,0300,4,FM-12,    ,999,9,C,  0.0,1,  20.8,1,  14.0,1,1019.1,1, 65,
419920,99999,20140119,0600,4,FM-12,    ,999,9,C,  0.0,1,  27.2,1,  13.0,1,1018.9,1, 42,
419920,99999,20140120,0300,4,FM-12,    ,999,9,C,  0.0,1,  20.5,1,  15.0,1,9999.9,9, 71,
419920,99999,20140121,0600,4,FM-12,    ,999,9,C,  0.0,1,  26.2,1,  18.0,1,1018.5,1, 61,
419920,99999,20140121,1500,4,FM-12,    ,999,9,C,  0.0,1,  20.2,1,  18.0,1,9999.9,9, 87,
419920,99999,20140121,2100,4,FM-12,    ,999,9,C,  0.0,1,  17.0,1,  16.0,1,1016.3,1, 94,
419920,99999,20140122,0000,4,FM-12,    ,999,9,C,  0.0,1,  16.7,1, 999.9,9,1015.9,1,999,
419920,99999,20140122,0600,4,FM-12,    ,999,9,C,  0.0,1,  27.7,1,  17.0,1,1017.1,1, 52,
419920,99999,20140123,0300,4,FM-12,    ,999,9,C,  0.0,1,  22.0,1,  16.0,1,1017.0,1, 69,
419920,99999,20140123,0600,4,FM-12,    ,999,9,C,  0.0,1,  29.0,1,  11.0,1,1016.3,1, 33,
419920,99999,20140124,0600,4,FM-12,    ,999,9,C,  0.0,1,  27.3,1,  15.0,1,1014.9,1, 47,
419920,99999,20140125,0300,4,FM-12,    ,999,9,C,  0.0,1,  20.5,1,  15.0,1,1013.9,1, 71,
419920,99999,20140125,0600,4,FM-12,    ,999,9,C,  0.0,1,  27.5,1,  16.0,1,1013.5,1, 50,
419920,99999,20140125,0900,4,FM-12,    ,360,1,N,  2.6,1,  28.4,1,  17.0,1,1011.3,1, 50,
419920,99999,20140125,1200,4,FM-12,    ,360,1,N,  1.0,1,  24.3,1,  16.0,1,1011.5,1, 60,
419920,99999,20140126,0600,4,FM-12,    ,330,1,N,  3.1,1,  26.8,1,  10.0,1,1014.7,1, 35,
419920,99999,20140126,0900,4,FM-12,    ,330,1,N,  2.1,1,  26.0,1,  15.0,1,1012.5,1, 51,
419920,99999,20140126,1200,4,FM-12,    ,999,9,C,  0.0,1,  23.0,1,  15.0,1,1012.0,1, 61,
419920,99999,20140127,0600,4,FM-12,    ,330,1,N,  3.6,1,  25.0,1,  13.0,1,1015.2,1, 47,
419920,99999,20140127,0900,4,FM-12,    ,330,1,N,  2.1,1,  26.5,1,  13.0,1,1012.9,1, 43,
419920,99999,20140127,2100,4,FM-12,    ,999,9,C,  0.0,1,  17.5,1,  17.0,1,1013.3,1, 97,
419920,99999,20140128,0300,4,FM-12,    ,360,1,N,  1.5,1,  18.5,1,  15.0,1,1014.6,1, 80,
419920,99999,20140128,0900,4,FM-12,    ,330,1,N,  2.6,1,  24.8,1,  16.0,1,1012.7,1, 58,
419920,99999,20140129,0000,4,FM-12,    ,999,9,C,  0.0,1,  16.0,1,  15.0,1,9999.9,9, 94,
419920,99999,20140129,0300,4,FM-12,    ,340,1,N,  1.0,1,  19.5,1,  16.0,1,1015.7,1, 80,
419920,99999,20140129,0600,4,FM-12,    ,330,1,N,  1.0,1,  25.8,1,  17.0,1,1015.3,1, 58,
419920,99999,20140129,1200,4,FM-12,    ,999,9,C,  0.0,1,  23.0,1,  17.0,1,1013.0,1, 69,
419920,99999,20140130,1800,4,FM-12,    ,999,9,C,  0.0,1,  17.6,1,  17.0,1,1014.8,1, 96,
419920,99999,20140130,2100,4,FM-12,    ,999,9,C,  0.0,1,  17.4,1,  16.0,1,1014.0,1, 92,
419920,99999,20140131,0300,4,FM-12,    ,999,9,C,  0.0,1,  21.0,1,  15.0,1,1015.4,1, 69,
419920,99999,20140131,0900,4,FM-12,    ,270,1,N,  2.1,1,  28.2,1,  17.0,1,1013.7,1, 51,
419920,99999,20140131,1200,4,FM-12,    ,999,9,C,  0.0,1,  24.0,1,  16.0,1,1013.4,1, 61,
419920,99999,20140131,2100,4,FM-12,    ,999,9,C,  0.0,1,  17.5,1,  17.0,1,1013.7,1, 97,
419920,99999,20140201,0300,4,FM-12,    ,999,9,C,  0.0,1,  20.5,1,  16.0,1,1014.4,1, 75,
419920,99999,20140201,0900,4,FM-12,    ,330,1,N,  2.1,1,  26.8,1,  18.0,1,1012.5,1, 59,
419920,99999,20140201,1500,4,FM-12,    ,999,9,C,  0.0,1,  20.6,1,  10.6,1,1013.5,1, 53,
419920,99999,20140202,0600,4,FM-12,    ,360,1,N,  2.6,1,  26.8,1,  16.0,1,1012.7,1, 52,
419920,99999,20140202,0900,4,FM-12,    ,330,1,N,  2.1,1,  27.0,1,  16.0,1,1010.6,1, 51,
419920,99999,20140202,1200,4,FM-12,    ,999,9,C,  0.0,1,  23.3,1,  16.0,1,1010.1,1, 64,
419920,99999,20140202,2100,4,FM-12,    ,999,9,C,  0.0,1,  18.0,1,  15.0,1,1010.5,1, 83,
419920,99999,20140203,0000,4,FM-12,    ,999,9,C,  0.0,1,  17.7,1,  14.0,1,1010.3,1, 79,
419920,99999,20140203,0600,4,FM-12,    ,360,1,N,  2.1,1,  27.0,1,  14.0,1,1011.2,1, 45,
419920,99999,20140203,1500,4,FM-12,    ,999,9,C,  0.0,1,  19.6,1,  14.0,1,1009.1,1, 70,
419920,99999,20140203,2100,4,FM-12,    ,999,9,C,  0.0,1,  17.3,1,  13.0,1,1009.7,1, 76,
419920,99999,20140204,0000,4,FM-12,    ,999,9,C,  0.0,1,  16.6,1,  12.0,1,1009.2,1, 74,
419920,99999,20140204,0600,4,FM-12,    ,360,1,N,  3.1,1,  26.8,1,   7.0,1,1010.0,1, 28,
419920,99999,20140204,1800,4,FM-12,    ,999,9,C,  0.0,1,  17.8,1,  14.0,1,1008.3,1, 78,
419920,99999,20140204,2100,4,FM-12,    ,999,9,C,  0.0,1,  17.8,1,  13.0,1,1008.3,1, 74,
419920,99999,20140205,0600,4,FM-12,    ,360,1,N,  2.1,1,  27.2,1,   0.8,1,1009.5,1, 18,
419920,99999,20140206,0600,4,FM-12,    ,999,9,C,  0.0,1,  27.8,1,  15.0,1,1010.5,1, 46,
419920,99999,20140206,0900,4,FM-12,    ,330,1,N,  1.5,1,  29.8,1,  12.0,1,1008.9,1, 33,
419920,99999,20140206,1800,4,FM-12,    ,999,9,C,  0.0,1,  20.2,1,  19.0,1,1009.4,1, 93,
419920,99999,20140207,0900,4,FM-12,    ,360,1,N,  2.1,1,  29.9,1,   7.0,1,1008.4,1, 24,
419920,99999,20140208,0300,4,FM-12,    ,999,9,C,  0.0,1,  22.4,1,  12.0,1,1008.7,1, 52,
419920,99999,20140208,0600,4,FM-12,    ,210,1,N,  1.0,1,  27.8,1,  17.0,1,1009.1,1, 52,
419920,99999,20140209,0000,4,FM-12,    ,999,9,C,  0.0,1,  20.0,1,  10.0,1,1007.8,1, 53,
419920,99999,20140209,0300,4,FM-12,    ,999,9,C,  0.0,1,  22.6,1,  21.0,2,1008.4,1, 91,
419920,99999,20140209,0600,4,FM-12,    ,180,1,N,  2.6,1,  27.2,1,  21.0,1,1009.1,1, 69,
